brand_id,brand_name,type,dosage_form,generic,strength,manufacturer,package_container,package_size
3190,Cardinex,allopathic,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Drug International Ltd.,0.8 ml pre-filled syringe: ৳ 577.00,Not Specified
26748,Cardimet MR,allopathic,Tablet (Modified Release),Trimetazidine Dihydrochloride,35 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
1079,Cardilock,allopathic,Tablet,Atenolol,50 mg,Alco Pharma Ltd.,"Unit Price: ৳ 0.77,(100's pack: ৳ 77.00),",(100's pack: ৳ 77.00)
3050,Cardil,allopathic,Tablet,Diltiazem Hydrochloride (FC tablet),30 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 2.25,(100's pack: ৳ 225.00),",(100's pack: ৳ 225.00)
3051,Cardil,allopathic,Tablet,Diltiazem Hydrochloride (FC tablet),60 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 3.84,(100's pack: ৳ 384.00),",(100's pack: ৳ 384.00)
30568,Cardifort Plus,allopathic,Tablet,Amlodipine Besilate + Atenolol,5 mg+25 mg,Nuvista Pharma Ltd.,"Unit Price: ৳ 5.25,(30's pack: ৳ 157.50),",(30's pack: ৳ 157.50)
30569,Cardifort Plus,allopathic,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Nuvista Pharma Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
30562,Cardifort,allopathic,Tablet,Amlodipine Besilate,5 mg,Nuvista Pharma Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
2496,Cardicor,allopathic,Tablet,Bisoprolol Hemifumarate,5 mg,UniMed UniHealth,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
2495,Cardicor,allopathic,Tablet,Bisoprolol Hemifumarate,2.5 mg,UniMed UniHealth,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
14436,Cardiben-D,allopathic,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Bengal drugs Ltd.,"Unit Price: ৳ 4.00,(15's pack: ৳ 60.00),,Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),","(15's pack: ৳ 60.00),(30's pack: ৳ 120.00)"
23196,Acme's ORS,allopathic,Oral Powder,Oral Rehydration Salt [Powder],13.95 gm,ACME Laboratories Ltd.,"Unit Price: ৳ 5.00,(20's pack: ৳ 100.00),",(20's pack: ৳ 100.00)
25196,Cardovan Plus,allopathic,Tablet,Valsartan + Hydrochlorothiazide,160 mg+12.5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(30's pack: ৳ 480.00),",(30's pack: ৳ 480.00)
25188,Cardovan,allopathic,Tablet,Valsartan,80 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
25189,Cardovan,allopathic,Tablet,Valsartan,160 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(30's pack: ৳ 480.00),",(30's pack: ৳ 480.00)
17753,Cardotel,allopathic,Tablet,Amlodipine Besilate + Telmisartan,5 mg+80 mg,Pharmasia Limited,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
729,Cardotel,allopathic,Tablet,Amlodipine Besilate + Telmisartan,5 mg+40 mg,Pharmasia Limited,"Unit Price: ৳ 12.50,(60's pack: ৳ 750.00),",(60's pack: ৳ 750.00)
26987,Cardosia Plus,allopathic,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Pharmasia Limited,"Unit Price: ৳ 5.50,(30's pack: ৳ 165.00),",(30's pack: ৳ 165.00)
826,Cardosia Plus,allopathic,Tablet,Amlodipine Besilate + Atenolol,5 mg+25 mg,Pharmadesh Laboratories Ltd.,"Unit Price: ৳ 4.52,(30's pack: ৳ 135.60),",(30's pack: ৳ 135.60)
681,Cardosia,allopathic,Tablet,Amlodipine Besilate,5 mg,Pharmasia Limited,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",(30's pack: ৳ 120.00)
30700,Cardopril,allopathic,Tablet,Captopril,50 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 6.02,(100's pack: ৳ 602.00),",(100's pack: ৳ 602.00)
2598,Cardopril,allopathic,Tablet,Captopril,25 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 3.01,(100's pack: ৳ 301.48),",(100's pack: ৳ 301.48)
21881,Cardoplus,allopathic,Tablet,Losartan Potassium + Hydrochlorothiazide,50 mg+12.5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(40's pack: ৳ 320.00),",(40's pack: ৳ 320.00)
3180,Cardopa,allopathic,IV Injection,Dopamine Hydrochloride,200 mg/5 ml,ACI Limited,"5 ml ampoule: ৳ 45.31,(5's pack: ৳ 226.55),",(5's pack: ৳ 226.55)
22816,Cardoneb,allopathic,Tablet,Nebivolol Hydrochloride,2.5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
22817,Cardoneb,allopathic,Tablet,Nebivolol Hydrochloride,5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
2708,Cardon,allopathic,Tablet,Losartan Potassium,25 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 4.50,(30's pack: ৳ 135.00),",(30's pack: ৳ 135.00)
2709,Cardon,allopathic,Tablet,Losartan Potassium,50 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(40's pack: ৳ 320.00),",(40's pack: ৳ 320.00)
21848,Cardoloc,allopathic,Tablet,Losartan Potassium,50 mg,Orbit Pharmaceuticals Ltd.,Unit Price: ৳ 6.00,Not Specified
680,Cardolab,allopathic,Tablet,Amlodipine Besilate,5 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 5.02,(50's pack: ৳ 250.78),",(50's pack: ৳ 250.78)
3271,Cardogrel Plus,allopathic,Tablet,Clopidogrel + Aspirin,75 mg+75 mg,Pharmasia Limited,"Unit Price: ৳ 11.04,(30's pack: ৳ 331.20),",(30's pack: ৳ 331.20)
3222,Cardogrel,allopathic,Tablet,Clopidogrel Bisulphate,75 mg,Pharmasia Limited,"Unit Price: ৳ 10.04,(30's pack: ৳ 301.20),",(30's pack: ৳ 301.20)
29996,Cardofix,allopathic,Tablet,Bisoprolol Fumarate + Amlodipine Besilate,2.5 mg+5 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
33026,Cardocal,allopathic,Tablet,Cilnidipine,10 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
33025,Cardocal,allopathic,Tablet,Cilnidipine,5 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
18288,Cardobis Plus,allopathic,Tablet,Bisoprolol Fumarate + Hydrochlorothiazide,5 mg+6.25 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
18287,Cardobis Plus,allopathic,Tablet,Bisoprolol Fumarate + Hydrochlorothiazide,2.5 mg+6.25 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
28401,Cardobis M,allopathic,Tablet,Bisoprolol Fumarate + Amlodipine Besilate,2.5 mg+5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
25711,Cardobis,allopathic,Tablet,Bisoprolol Hemifumarate,5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
25710,Cardobis,allopathic,Tablet,Bisoprolol Hemifumarate,2.5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
3055,Cardizem-SR,allopathic,Tablet (Sustained Release),Diltiazem Hydrochloride (SR tablet),120 mg,Drug International Ltd.,"Unit Price: ৳ 8.00,(50's pack: ৳ 400.00),",(50's pack: ৳ 400.00)
19917,Cardizem-SR,allopathic,Tablet (Sustained Release),Diltiazem Hydrochloride (SR tablet),90 mg,Drug International Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
21944,Acme's Milk of Magnesia,allopathic,Oral Suspension,Magnesium Hydroxide,400 mg/5 ml,ACME Laboratories Ltd.,114 ml bottle: ৳ 60.18,Not Specified
30717,Carofol Z,allopathic,Capsule (Timed Release),Carbonyl Iron + Folic Acid + Zinc Sulfate,50 mg+0.50 mg+61.80 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
30646,Carocet,allopathic,Tablet,Betacarotene + Vitamin C + Vitamin E,6 mg+200 mg+50 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 2.54,(20's pack: ৳ 50.80),",(20's pack: ৳ 50.80)
31034,Carnovas HZ,allopathic,Tablet,Nebivolol + Hydrochlorothiazide,5 mg+12.5 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
31033,Carnovas,allopathic,Tablet,Nebivolol Hydrochloride,10 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
31032,Carnovas,allopathic,Tablet,Nebivolol Hydrochloride,5 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
31031,Carnovas,allopathic,Tablet,Nebivolol Hydrochloride,2.5 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
3168,Carniten,allopathic,Tablet,Levocarnitine,330 mg,Drug International Ltd.,"Unit Price: ৳ 4.00,(49's pack: ৳ 196.00),",(49's pack: ৳ 196.00)
3167,Carnitab,allopathic,Tablet,Levocarnitine,330 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
30961,Carnitab,allopathic,Oral Solution,Levocarnitine,500 mg/5 ml,Beximco Pharmaceuticals Ltd.,100 ml bottle: ৳ 100.00,Not Specified
14486,Carmo D,allopathic,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,S.N. Pharmaceutical Ltd.,"Unit Price: ৳ 3.30,(30's pack: ৳ 99.00),",(30's pack: ৳ 99.00)
28520,Carmelus-H,allopathic,Ophthalmic Gel,Carboxymethylcellulose Sodium + Hypromellose,0.25%+0.3%,Pacific Pharmaceuticals Ltd.,10 ml drop: ৳ 210.00,Not Specified
28519,Carmelus-G,allopathic,Ophthalmic Solution,Carboxymethylcellulose Sodium + Glycerin,0.5%+0.9%,Pacific Pharmaceuticals Ltd.,10 ml drop: ৳ 190.00,Not Specified
28518,Carmelus,allopathic,Ophthalmic Solution,Carboxymethylcellulose Sodium,1%,Pacific Pharmaceuticals Ltd.,10 ml drop: ৳ 275.00,Not Specified
30704,Carmaz,allopathic,Tablet,Carbamazepine,200 mg,Aristopharma Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
30130,Carmapine CR,allopathic,Tablet (Controlled Release),Carbamazepine,200 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
30129,Carmapine,allopathic,Oral Suspension,Carbamazepine,100 mg/5 ml,Incepta Pharmaceuticals Ltd.,100 ml bottle: ৳ 250.00,Not Specified
30128,Carmapine,allopathic,Tablet,Carbamazepine,200 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
18495,Carlomed,allopathic,Tablet,Calcium Orotate,400 mg,MedRx Life Science Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
29088,Carlina-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Radiant Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(24's pack: ৳ 288.00),",(24's pack: ৳ 288.00)
29087,Carlina,allopathic,Tablet,Linagliptin,5 mg,Radiant Pharmaceuticals Ltd.,"Unit Price: ৳ 22.00,(20's pack: ৳ 440.00),",(20's pack: ৳ 440.00)
32773,Carlev CR,allopathic,Tablet (Controlled Release),Levodopa + Carbidopa (CR tablet),200 mg+50 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",(20's pack: ৳ 300.00)
32772,Carlev,allopathic,Tablet,Levodopa + Carbidopa (FC tablet),100 mg+10 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 7.00,(50's pack: ৳ 350.00),",(50's pack: ৳ 350.00)
26193,Carilax,allopathic,Tablet,Carisoprodol,250 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
30982,Caridol,allopathic,Tablet,Carisoprodol,250 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
29063,Care-on,allopathic,Solution,Chlorhexidine Gluconate + Cetrimide,0.3%+3%,Ziska Pharmaceuticals Ltd.,"500 ml bottle: ৳ 125.00,1 liter pack: ৳ 220.00,5 liter pack: ৳ 710.00",Not Specified
29062,Care-on,allopathic,Cream,Chlorhexidine Hydrochloride + Cetrimide,0.1%+0.5%,Ziska Pharmaceuticals Ltd.,30 gm tube: ৳ 25.00,Not Specified
28812,Care-on,allopathic,Hand Rub,Ethanol + Isopropyl alcohol,66%+3.5%,Ziska Pharmaceuticals Ltd.,"50 ml bottle: ৳ 100.00,100 ml bottle: ৳ 130.00,200 ml bottle: ৳ 225.00",Not Specified
14015,Care,allopathic,Tablet,Betacarotene + Vitamin C + Vitamin E,6 mg+200 mg+50 mg,Edruc Limited,"Unit Price: ৳ 2.50,(30's pack: ৳ 75.00),",(30's pack: ৳ 75.00)
32230,Cardual,allopathic,Tablet,Amlodipine Besilate + Atorvastatin,5 mg+10 mg,ACI Limited,"Unit Price: ৳ 11.07,(30's pack: ৳ 332.10),",(30's pack: ৳ 332.10)
25195,Cardovan Plus,allopathic,Tablet,Valsartan + Hydrochlorothiazide,80 mg+12.5 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
21972,Acme's Mannitol,allopathic,IV Infusion,Mannitol,20%,ACME Laboratories Ltd.,500 ml bottle: ৳ 155.47,Not Specified
18613,Carvetab,allopathic,Tablet,Carvedilol,6.25 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
18614,Carvetab,allopathic,Tablet,Carvedilol,12.5 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
30723,Carved,allopathic,Tablet,Carvedilol,25 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
2516,Carved,allopathic,Tablet,Carvedilol,6.25 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 4.50,(30's pack: ৳ 135.00),",(30's pack: ৳ 135.00)
2517,Carved,allopathic,Tablet,Carvedilol,12.5 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 6.50,(30's pack: ৳ 195.00),",(30's pack: ৳ 195.00)
3358,Carva,allopathic,Tablet (Enteric Coated),Aspirin,75 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 0.63,(200's pack: ৳ 126.00),",(200's pack: ৳ 126.00)
15003,Cartiplus,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,Pharmasia Limited,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
31533,Cartine,allopathic,Tablet,Levocarnitine,330 mg,ACI Limited,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",(30's pack: ৳ 120.00)
32231,Cartine,allopathic,Oral Solution,Levocarnitine,500 mg/5 ml,ACI Limited,100 ml bottle: ৳ 100.68,Not Specified
14976,Cartimax,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
26336,Cartilex Plus,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,750 mg+600 mg,ACI Limited,"Unit Price: ৳ 16.00,(30's pack: ৳ 480.00),",(30's pack: ৳ 480.00)
15002,Cartilex D,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,ACI Limited,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
14975,Cartilex,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,ACI Limited,"Unit Price: ৳ 8.05,(50's pack: ৳ 402.50),",(50's pack: ৳ 402.50)
14974,Cartilage Plus,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Renata Limited,"Unit Price: ৳ 8.03,(30's pack: ৳ 240.90),",(30's pack: ৳ 240.90)
29296,Cartilage Max,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,Renata Limited,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
14973,Cartil,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Silva Pharmaceuticals Ltd.,"Unit Price: ৳ 8.03,(30's pack: ৳ 240.80),",(30's pack: ৳ 240.80)
30824,Cartigen,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Somatec Pharmaceuticals Ltd.,"Unit Price: ৳ 8.03,(30's pack: ৳ 240.90),",(30's pack: ৳ 240.90)
14971,Cartifit,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(48's pack: ৳ 384.00),",(48's pack: ৳ 384.00)
27714,Cartidin,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,Opso Saline Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
29476,Carticel TS,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,750 mg+600 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
14970,Carticel Plus,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
32520,Carticare TS,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,750 mg+600 mg,Radiant Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(20's pack: ৳ 600.00),",(20's pack: ৳ 600.00)
19798,Carticare Max,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,Radiant Pharmaceuticals Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
20754,Carticare,allopathic,Tablet,Glucosamine Sulfate + Chondroitin,250 mg+200 mg,Radiant Pharmaceuticals Ltd.,"Unit Price: ৳ 19.06,(30's pack: ৳ 571.80),",(30's pack: ৳ 571.80)
19797,Cartibon,allopathic,Tablet,Glucosamine Sulfate + Diacerein,750 mg+50 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
2630,Cartace,allopathic,Tablet,Ramipril,2.5 mg,Ad-din Pharmaceuticals Ltd.,"Unit Price: ৳ 4.60,(40's pack: ৳ 184.00),",(40's pack: ৳ 184.00)
1085,Carsec,allopathic,Tablet,Atenolol,50 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 0.75,(140's pack: ৳ 105.00),",(140's pack: ৳ 105.00)
1084,Carsec,allopathic,Tablet,Atenolol,100 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 1.35,(140's pack: ৳ 189.00),",(140's pack: ৳ 189.00)
18573,Carplatin,allopathic,IV Infusion,Carboplatin,10 mg/ml,Drug International Ltd.,"150 mg vial: ৳ 1,400.00,450 mg vial: ৳ 3,700.00",Not Specified
29528,Carol-D,allopathic,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,500 mg+200 IU,Cosmic Pharma Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
17351,Acme's Hartmann Solution,allopathic,IV Infusion,Hartmann's Solution,Not Specified,ACME Laboratories Ltd.,"500 ml bag: ৳ 71.30,1000 ml bag: ৳ 91.99",Not Specified
2932,Cavazide,allopathic,Tablet,Irbesartan + Hydrochlorothiazide,300 mg+12.5 mg,UniMed UniHealth,"Unit Price: ৳ 24.00,(10's pack: ৳ 240.00),",(10's pack: ৳ 240.00)
2692,Cavapro,allopathic,Tablet,Irbesartan,150 mg,UniMed UniHealth,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
2693,Cavapro,allopathic,Tablet,Irbesartan,300 mg,UniMed UniHealth,"Unit Price: ৳ 24.00,(10's pack: ৳ 240.00),",(10's pack: ৳ 240.00)
2691,Cavapro,allopathic,Tablet,Irbesartan,75 mg,UniMed UniHealth,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
16212,Catrix,allopathic,Ophthalmic Solution,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,Not Specified,Incepta Pharmaceuticals Ltd.,5 ml drop: ৳ 125.00,Not Specified
28217,Catopil,allopathic,Tablet,Captopril,12.5 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 1.75,(100's pack: ৳ 175.00),",(100's pack: ৳ 175.00)
2597,Catopil,allopathic,Tablet,Captopril,25 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
16211,Catnil,allopathic,Ophthalmic Solution,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,Not Specified,ACME Laboratories Ltd.,5 ml drop: ৳ 125.37,Not Specified
30211,Catium ES,allopathic,Inhalation Capsule,Indacaterol + Glycopyrronium,110 mcg+50 mcg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 50.00,(30's pack: ৳ 1,500.00),","(30's pack: ৳ 1,500.00)"
26195,Catium,allopathic,Inhalation Capsule,Indacaterol + Glycopyrronium,27.5 mcg+15.6 mcg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
26194,Caterol,allopathic,Inhalation Capsule,Indacaterol Maleate,150 mcg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 35.00,(30's pack: ৳ 1,050.00),","(30's pack: ৳ 1,050.00)"
21004,Caterol,allopathic,Inhalation Capsule,Indacaterol Maleate,75 mcg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
16210,Catavit,allopathic,Ophthalmic Solution,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,Not Specified,Apex Pharmaceuticals Ltd.,5 ml drop: ৳ 120.00,Not Specified
29139,Catalan,allopathic,Ophthalmic Solution,Bromfenac Sodium,0.09%,Healthcare Pharmaceuticals Ltd.,5 ml drop: ৳ 110.00,Not Specified
28084,Casyn,allopathic,Tablet,Aceclofenac,100 mg,Ethical Drug Ltd.,"Unit Price: ৳ 4.00,(100's pack: ৳ 400.00),",(100's pack: ৳ 400.00)
32234,Castin DS,allopathic,Syrup,Carbocisteine,250 mg/5 ml,ACI Limited,100 ml bottle: ৳ 40.00,Not Specified
32233,Castin,allopathic,Syrup,Carbocisteine,125 mg/5 ml,ACI Limited,100 ml bottle: ৳ 25.00,Not Specified
32232,Castin,allopathic,Capsule,Carbocisteine,375 mg,ACI Limited,"Unit Price: ৳ 2.50,(50's pack: ৳ 125.00),",(50's pack: ৳ 125.00)
29539,Caspa,allopathic,Powder for Suspension,Voriconazole,200 mg/5 ml,Aristopharma Ltd.,"40 ml bottle: ৳ 1,000.00",Not Specified
29538,Caspa,allopathic,Tablet,Voriconazole,50 mg,Aristopharma Ltd.,"Unit Price: ৳ 50.00,(12's pack: ৳ 600.00),",(12's pack: ৳ 600.00)
29537,Caspa,allopathic,Tablet,Voriconazole,200 mg,Aristopharma Ltd.,"Unit Price: ৳ 120.00,(10's pack: ৳ 1,200.00),","(10's pack: ৳ 1,200.00)"
14392,Casalt-D,allopathic,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Kemiko Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),,Unit Price: ৳ 7.00,(50's pack: ৳ 350.00),","(30's pack: ৳ 210.00),(50's pack: ৳ 350.00)"
14358,Casalt,allopathic,Tablet,Calcium Carbonate,500 mg,Kemiko Pharmaceuticals Ltd.,"Unit Price: ৳ 4.01,(50's pack: ৳ 200.50),",(50's pack: ৳ 200.50)
29091,Caryon,allopathic,Tablet,Dydrogesterone,10 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(30's pack: ৳ 900.00),",(30's pack: ৳ 900.00)
2520,Carvista,allopathic,Tablet,Carvedilol,12.5 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
2521,Carvista,allopathic,Tablet,Carvedilol,25 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
2519,Carvista,allopathic,Tablet,Carvedilol,6.25 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
28244,Carvipress,allopathic,Tablet,Carvedilol,12.5 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 5.03,(30's pack: ৳ 150.90),",(30's pack: ৳ 150.90)
28245,Carvipress,allopathic,Tablet,Carvedilol,25 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 8.07,(30's pack: ৳ 242.10),",(30's pack: ৳ 242.10)
28246,Carvipress,allopathic,Tablet,Carvedilol,6.25 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 3.01,(30's pack: ৳ 90.30),",(30's pack: ৳ 90.30)
